Date,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
2022-08-10,1570,20,Male,Skirt,Clothing,63,Hawaii,M,Orange,Summer,2.9,No,PayPal,Standard,Yes,Yes,29,Debit Card,Weekly
2023-05-31,1571,30,Male,Pants,Clothing,41,Missouri,L,Brown,Winter,4.8,No,Debit Card,Next Day Air,Yes,Yes,3,Bank Transfer,Every 3 Months
2023-11-01,1572,28,Male,Jewelry,Accessories,88,Colorado,L,Silver,Winter,4.5,No,Cash,Next Day Air,Yes,Yes,11,Bank Transfer,Fortnightly
2023-07-03,1573,37,Male,Skirt,Clothing,92,Washington,L,White,Summer,3.4,No,Venmo,2-Day Shipping,Yes,Yes,16,Debit Card,Monthly
2022-02-25,1574,36,Male,T-shirt,Clothing,31,North Dakota,L,Indigo,Summer,4.3,No,Debit Card,2-Day Shipping,Yes,Yes,25,Debit Card,Weekly
2022-04-05,1575,18,Male,Skirt,Clothing,25,Minnesota,S,Magenta,Spring,4.2,No,Bank Transfer,Free Shipping,Yes,Yes,32,PayPal,Bi-Weekly
2022-12-19,1576,52,Male,Shirt,Clothing,28,California,M,Turquoise,Spring,3.6,No,Cash,Next Day Air,Yes,Yes,28,Cash,Fortnightly
2023-11-25,1577,56,Male,Dress,Clothing,75,Michigan,M,White,Spring,3.7,No,PayPal,2-Day Shipping,Yes,Yes,36,PayPal,Monthly
2023-08-10,1578,68,Male,Boots,Footwear,34,Delaware,S,Olive,Spring,4,No,Debit Card,Standard,Yes,Yes,7,Venmo,Fortnightly
2022-09-08,1579,62,Male,Pants,Clothing,97,California,S,Maroon,Winter,4.9,No,Debit Card,2-Day Shipping,Yes,Yes,2,PayPal,Quarterly
2023-07-03,1580,35,Male,Jacket,Outerwear,80,Oklahoma,M,Violet,Summer,3.1,No,Cash,Free Shipping,Yes,Yes,6,Bank Transfer,Monthly
2023-10-23,1581,65,Male,Sneakers,Footwear,71,North Dakota,L,Cyan,Summer,3.7,No,Credit Card,Standard,Yes,Yes,30,Cash,Annually
2022-11-28,1582,69,Male,Jewelry,Accessories,77,Ohio,L,Teal,Fall,4.2,No,PayPal,Free Shipping,Yes,Yes,46,Cash,Quarterly
2023-12-21,1583,28,Male,Belt,Accessories,41,Hawaii,L,Red,Spring,2.5,No,Cash,Next Day Air,Yes,Yes,39,Cash,Monthly
2023-10-27,1584,37,Male,Scarf,Accessories,92,Maryland,XL,Yellow,Summer,4.3,No,Cash,Next Day Air,Yes,Yes,8,Venmo,Annually
2022-06-01,1585,41,Male,Blouse,Clothing,95,Hawaii,S,Silver,Spring,3.1,No,Venmo,Store Pickup,Yes,Yes,46,Credit Card,Quarterly
2022-11-26,1586,37,Male,Sweater,Clothing,25,Alabama,M,Charcoal,Fall,3,No,Cash,Next Day Air,Yes,Yes,40,Debit Card,Fortnightly
2023-04-01,1587,25,Male,Boots,Footwear,77,Oklahoma,M,Purple,Fall,4,No,Debit Card,Express,Yes,Yes,21,Bank Transfer,Weekly
2023-02-28,1588,41,Male,Socks,Clothing,99,Alabama,M,Beige,Summer,3.5,No,Venmo,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly
2022-02-13,1589,48,Male,Belt,Accessories,24,Vermont,L,Cyan,Winter,3.2,No,Cash,Next Day Air,Yes,Yes,3,Venmo,Monthly
2023-08-24,1590,42,Male,Sneakers,Footwear,72,Ohio,M,Silver,Summer,2.7,No,Venmo,Store Pickup,Yes,Yes,48,Cash,Weekly
2023-02-06,1591,54,Male,Jeans,Clothing,80,Wisconsin,S,Pink,Winter,3,No,Cash,Free Shipping,Yes,Yes,8,PayPal,Annually
2023-09-13,1592,18,Male,Skirt,Clothing,100,South Dakota,L,Gold,Winter,2.9,No,Bank Transfer,Next Day Air,Yes,Yes,24,PayPal,Annually
2023-11-14,1593,56,Male,Shoes,Footwear,83,Iowa,M,Cyan,Summer,3.3,No,Credit Card,Free Shipping,Yes,Yes,10,Bank Transfer,Every 3 Months
2023-03-17,1594,61,Male,Dress,Clothing,95,Maryland,M,Black,Spring,4.9,No,PayPal,2-Day Shipping,Yes,Yes,25,Bank Transfer,Monthly
2022-05-19,1595,40,Male,Handbag,Accessories,41,Colorado,XL,Charcoal,Summer,3.7,No,Bank Transfer,Store Pickup,Yes,Yes,3,Cash,Fortnightly
2022-05-18,1596,34,Male,Backpack,Accessories,35,Wisconsin,S,Magenta,Spring,3.5,No,Cash,Standard,Yes,Yes,45,Debit Card,Fortnightly
2023-07-03,1597,42,Male,Jewelry,Accessories,30,Mississippi,S,Pink,Fall,4.7,No,Bank Transfer,Store Pickup,Yes,Yes,15,Debit Card,Monthly
2022-06-29,1598,43,Male,Hat,Accessories,21,Mississippi,XL,Maroon,Winter,2.6,No,Debit Card,Store Pickup,Yes,Yes,34,Bank Transfer,Quarterly
2022-12-14,1599,47,Male,Jewelry,Accessories,85,California,M,Teal,Fall,4.1,No,Credit Card,Express,Yes,Yes,21,Venmo,Bi-Weekly
2022-12-20,1600,48,Male,Shirt,Clothing,54,Delaware,M,Orange,Winter,2.8,No,Venmo,2-Day Shipping,Yes,Yes,22,Debit Card,Bi-Weekly
2023-02-13,1601,20,Male,Boots,Footwear,26,Montana,S,Yellow,Spring,4.7,No,PayPal,Next Day Air,Yes,Yes,24,PayPal,Weekly
2022-09-06,1602,65,Male,Shirt,Clothing,59,Indiana,XL,Red,Spring,2.9,No,Venmo,Store Pickup,Yes,Yes,33,Credit Card,Monthly
2023-05-14,1603,54,Male,Sunglasses,Accessories,48,West Virginia,S,Charcoal,Winter,2.8,No,Credit Card,Free Shipping,Yes,Yes,13,Venmo,Fortnightly
2022-07-10,1604,23,Male,Shorts,Clothing,98,Iowa,L,Black,Summer,4.3,No,Debit Card,Next Day Air,Yes,Yes,17,Debit Card,Bi-Weekly
2022-08-08,1605,18,Male,Sweater,Clothing,92,Maine,M,White,Summer,4.8,No,Venmo,2-Day Shipping,Yes,Yes,25,Credit Card,Every 3 Months
2022-07-07,1606,70,Male,Belt,Accessories,46,Connecticut,M,Lavender,Winter,3.4,No,Bank Transfer,Next Day Air,Yes,Yes,15,Credit Card,Bi-Weekly
2022-01-09,1607,55,Male,T-shirt,Clothing,21,Kansas,S,White,Spring,4.3,No,Debit Card,Standard,Yes,Yes,4,PayPal,Fortnightly
2023-02-15,1608,49,Male,Shorts,Clothing,72,Vermont,S,Gray,Fall,2.7,No,Venmo,Free Shipping,Yes,Yes,43,Debit Card,Quarterly
2022-06-30,1609,26,Male,Sandals,Footwear,58,Nebraska,XL,Cyan,Fall,4.6,No,Cash,Next Day Air,Yes,Yes,12,Bank Transfer,Bi-Weekly
2023-02-25,1610,33,Male,Shirt,Clothing,93,Nevada,S,Brown,Fall,4.1,No,Credit Card,Standard,Yes,Yes,3,Venmo,Monthly
2022-03-04,1611,20,Male,Socks,Clothing,31,Tennessee,L,Purple,Spring,3.4,No,Credit Card,2-Day Shipping,Yes,Yes,1,PayPal,Annually
2022-09-25,1612,41,Male,Pants,Clothing,26,Arkansas,L,Yellow,Winter,4.5,No,PayPal,Next Day Air,Yes,Yes,6,Debit Card,Monthly
2022-08-08,1613,18,Male,Skirt,Clothing,68,Wisconsin,M,Indigo,Summer,4.4,No,Bank Transfer,Standard,Yes,Yes,26,Venmo,Monthly
2022-12-10,1614,26,Male,Jewelry,Accessories,31,Illinois,S,Black,Summer,4,No,Credit Card,Next Day Air,Yes,Yes,6,Credit Card,Fortnightly
2023-03-21,1615,30,Male,T-shirt,Clothing,41,Kansas,S,Gray,Summer,3.4,No,Cash,Free Shipping,Yes,Yes,22,Cash,Bi-Weekly
2022-12-31,1616,64,Male,Jewelry,Accessories,62,New York,M,Indigo,Fall,3.2,No,PayPal,Standard,Yes,Yes,45,Cash,Bi-Weekly
2022-05-11,1617,26,Male,Hat,Accessories,41,Colorado,M,Green,Spring,3.4,No,Bank Transfer,Standard,Yes,Yes,50,Cash,Quarterly
2023-08-13,1618,43,Male,Blouse,Clothing,64,Wisconsin,M,Peach,Winter,4.3,No,PayPal,Standard,Yes,Yes,50,Credit Card,Fortnightly
2023-03-28,1619,63,Male,Sandals,Footwear,72,Michigan,L,Purple,Summer,5,No,Venmo,Standard,Yes,Yes,39,Debit Card,Quarterly
2023-09-17,1620,57,Male,Handbag,Accessories,78,Hawaii,L,Beige,Winter,3.5,No,Cash,Store Pickup,Yes,Yes,50,Venmo,Bi-Weekly
2023-12-30,1621,25,Male,Hat,Accessories,47,Virginia,M,Charcoal,Winter,3.1,No,Bank Transfer,2-Day Shipping,Yes,Yes,27,PayPal,Every 3 Months
2023-03-05,1622,68,Male,Scarf,Accessories,46,Ohio,L,Gray,Summer,3.9,No,Venmo,2-Day Shipping,Yes,Yes,38,Debit Card,Fortnightly
2023-06-27,1623,31,Male,Shorts,Clothing,43,Missouri,S,Brown,Winter,4,No,PayPal,Store Pickup,Yes,Yes,37,Bank Transfer,Every 3 Months
2023-07-21,1624,64,Male,Backpack,Accessories,58,Indiana,M,Cyan,Summer,3.5,No,Venmo,Next Day Air,Yes,Yes,50,Debit Card,Annually
2022-02-08,1625,38,Male,Sweater,Clothing,32,Florida,M,White,Winter,3.6,No,Venmo,Free Shipping,Yes,Yes,40,PayPal,Every 3 Months
2022-04-28,1626,34,Male,Skirt,Clothing,45,Minnesota,L,Beige,Winter,3,No,PayPal,Next Day Air,Yes,Yes,3,PayPal,Bi-Weekly
2022-12-10,1627,32,Male,Sneakers,Footwear,35,Nevada,L,Orange,Summer,2.6,No,Bank Transfer,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly
2022-08-22,1628,69,Male,Sunglasses,Accessories,21,Maine,M,Olive,Winter,2.9,No,Venmo,Next Day Air,Yes,Yes,8,Credit Card,Annually
2023-09-13,1629,45,Male,Dress,Clothing,64,Massachusetts,S,Teal,Winter,3.1,No,PayPal,Next Day Air,Yes,Yes,7,Cash,Monthly
2022-09-27,1630,35,Male,Blouse,Clothing,88,North Dakota,S,Silver,Spring,3.3,No,Credit Card,Next Day Air,Yes,Yes,13,Venmo,Quarterly
2022-11-10,1631,63,Male,Shoes,Footwear,48,New Jersey,M,Gold,Summer,2.9,No,Debit Card,Store Pickup,Yes,Yes,29,Venmo,Every 3 Months
2023-09-24,1632,65,Male,Sweater,Clothing,36,Indiana,L,Violet,Summer,3.9,No,PayPal,2-Day Shipping,Yes,Yes,7,Bank Transfer,Fortnightly
2022-10-07,1633,35,Male,Gloves,Accessories,28,Oregon,S,White,Summer,4.7,No,PayPal,2-Day Shipping,Yes,Yes,50,Debit Card,Every 3 Months
2023-11-15,1634,54,Male,Socks,Clothing,80,North Dakota,M,Peach,Spring,4.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,33,Debit Card,Bi-Weekly
2022-03-26,1635,28,Male,Coat,Outerwear,23,South Carolina,S,Orange,Summer,3.6,No,Debit Card,Store Pickup,Yes,Yes,30,Cash,Every 3 Months
2023-07-17,1636,68,Male,Sunglasses,Accessories,24,North Carolina,L,Violet,Summer,3.2,No,Cash,Standard,Yes,Yes,40,Cash,Annually
2023-08-19,1637,58,Male,Boots,Footwear,22,North Dakota,L,Green,Fall,4,No,Credit Card,Free Shipping,Yes,Yes,49,Cash,Fortnightly
2023-03-15,1638,35,Male,Dress,Clothing,21,Massachusetts,M,Peach,Spring,3.5,No,Bank Transfer,Next Day Air,Yes,Yes,32,Venmo,Fortnightly
2023-10-07,1639,68,Male,Jacket,Outerwear,51,Tennessee,M,Black,Spring,4.6,No,PayPal,Free Shipping,Yes,Yes,18,Venmo,Weekly
2023-11-01,1640,41,Male,Gloves,Accessories,65,Missouri,L,Blue,Summer,3.3,No,Bank Transfer,Free Shipping,Yes,Yes,50,PayPal,Annually
2022-05-15,1641,65,Male,Scarf,Accessories,51,Tennessee,S,Magenta,Spring,4,No,Debit Card,2-Day Shipping,Yes,Yes,13,PayPal,Weekly
2022-08-21,1642,50,Male,Hoodie,Clothing,32,Colorado,L,Violet,Summer,3.4,No,Bank Transfer,Free Shipping,Yes,Yes,1,Bank Transfer,Every 3 Months
2022-05-01,1643,18,Male,Coat,Outerwear,70,Mississippi,M,Beige,Spring,4.2,No,Bank Transfer,Store Pickup,Yes,Yes,16,PayPal,Fortnightly
2023-08-23,1644,38,Male,Scarf,Accessories,77,Ohio,L,Pink,Summer,3.9,No,PayPal,2-Day Shipping,Yes,Yes,6,PayPal,Monthly
2023-10-08,1645,68,Male,Coat,Outerwear,90,North Carolina,S,Beige,Summer,3.9,No,PayPal,Next Day Air,Yes,Yes,21,Debit Card,Monthly
2023-06-08,1646,53,Male,Scarf,Accessories,36,Ohio,L,Green,Summer,2.8,No,Bank Transfer,Standard,Yes,Yes,36,Venmo,Every 3 Months
2022-08-09,1647,58,Male,Handbag,Accessories,77,Nebraska,S,Silver,Summer,3.7,No,Credit Card,Standard,Yes,Yes,20,Bank Transfer,Every 3 Months
2022-08-21,1648,34,Male,Boots,Footwear,78,Hawaii,M,Purple,Summer,4.9,No,Credit Card,Store Pickup,Yes,Yes,8,Debit Card,Quarterly
2022-04-07,1649,36,Male,Pants,Clothing,69,Oklahoma,M,Gray,Summer,2.6,No,Bank Transfer,Express,Yes,Yes,22,Credit Card,Monthly
2022-10-20,1650,58,Male,T-shirt,Clothing,63,Wisconsin,M,White,Summer,4.9,No,PayPal,Free Shipping,Yes,Yes,3,Credit Card,Quarterly
2023-12-04,1651,60,Male,Scarf,Accessories,36,Arkansas,M,Silver,Winter,3.4,No,Venmo,Next Day Air,Yes,Yes,46,Credit Card,Fortnightly
2022-01-20,1652,59,Male,Coat,Outerwear,80,Texas,M,Blue,Winter,3.9,No,Bank Transfer,Standard,Yes,Yes,42,Debit Card,Monthly
2023-10-05,1653,65,Male,Sweater,Clothing,35,New Mexico,M,Orange,Summer,4,No,Cash,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly
2022-12-25,1654,31,Male,Belt,Accessories,93,Colorado,L,Silver,Winter,3,No,Venmo,2-Day Shipping,Yes,Yes,29,Debit Card,Bi-Weekly
2022-08-20,1655,43,Male,Belt,Accessories,25,Indiana,L,Gray,Spring,2.6,No,Venmo,Store Pickup,Yes,Yes,14,Credit Card,Quarterly
2022-04-26,1656,37,Male,Sweater,Clothing,81,Arizona,L,Gold,Spring,3.2,No,Venmo,Next Day Air,Yes,Yes,4,PayPal,Monthly
2022-09-07,1657,21,Male,Blouse,Clothing,42,Indiana,L,Brown,Spring,2.6,No,Credit Card,2-Day Shipping,Yes,Yes,41,PayPal,Every 3 Months
2022-08-16,1658,69,Male,Skirt,Clothing,36,Indiana,L,Turquoise,Spring,3.2,No,Cash,Store Pickup,Yes,Yes,4,Debit Card,Bi-Weekly
2022-09-20,1659,32,Male,Jewelry,Accessories,66,Alaska,S,Pink,Spring,4.1,No,Debit Card,Store Pickup,Yes,Yes,47,Cash,Weekly
2022-01-12,1660,53,Male,Gloves,Accessories,37,Utah,M,Black,Fall,3.9,No,Bank Transfer,Next Day Air,Yes,Yes,44,Venmo,Annually
2022-01-29,1661,59,Male,T-shirt,Clothing,45,Louisiana,L,Yellow,Winter,4.1,No,Venmo,Standard,Yes,Yes,37,Venmo,Monthly
2022-07-14,1662,64,Male,Gloves,Accessories,86,Iowa,S,Beige,Summer,2.7,No,Credit Card,2-Day Shipping,Yes,Yes,21,Debit Card,Quarterly
2023-02-25,1663,63,Male,Sunglasses,Accessories,24,New Mexico,M,Olive,Winter,4.6,No,Debit Card,Free Shipping,Yes,Yes,46,Debit Card,Fortnightly
2022-03-12,1664,43,Male,Shirt,Clothing,22,Maine,XL,Gold,Summer,3.5,No,Cash,Standard,Yes,Yes,1,Cash,Bi-Weekly
2022-11-18,1665,19,Male,Handbag,Accessories,53,Minnesota,M,Purple,Spring,5,No,PayPal,Next Day Air,Yes,Yes,35,PayPal,Weekly
2023-01-23,1666,40,Male,Jacket,Outerwear,41,New Mexico,L,Pink,Fall,3.4,No,Cash,Next Day Air,Yes,Yes,49,Venmo,Monthly
2023-07-07,1667,51,Male,Skirt,Clothing,64,Arkansas,M,Blue,Summer,3.1,No,Cash,Store Pickup,Yes,Yes,47,PayPal,Annually
2022-05-19,1668,51,Male,Handbag,Accessories,40,Oklahoma,L,Brown,Winter,3.4,No,Bank Transfer,2-Day Shipping,Yes,Yes,24,Bank Transfer,Every 3 Months
2022-07-27,1669,66,Male,Blouse,Clothing,33,Utah,L,Charcoal,Summer,4,No,Credit Card,Standard,Yes,Yes,28,Debit Card,Fortnightly
2023-05-08,1670,42,Male,T-shirt,Clothing,59,Wisconsin,L,Maroon,Winter,2.7,No,PayPal,Store Pickup,Yes,Yes,22,Bank Transfer,Quarterly
2022-11-01,1671,22,Male,Pants,Clothing,73,Utah,L,Cyan,Fall,3.6,No,Venmo,Free Shipping,Yes,Yes,20,Cash,Weekly
2023-05-01,1672,31,Male,Hoodie,Clothing,22,Utah,M,Olive,Winter,4,No,PayPal,Free Shipping,Yes,Yes,25,Bank Transfer,Weekly
2023-04-19,1673,18,Male,Boots,Footwear,73,South Carolina,L,Gold,Fall,3.8,No,Debit Card,Free Shipping,Yes,Yes,15,Venmo,Quarterly
2023-06-23,1674,21,Male,Blouse,Clothing,62,Hawaii,M,Violet,Fall,3.4,No,Debit Card,Next Day Air,Yes,Yes,49,Venmo,Bi-Weekly
2023-02-02,1675,35,Male,Coat,Outerwear,56,Alaska,M,Peach,Winter,3.2,No,PayPal,Free Shipping,Yes,Yes,10,Debit Card,Fortnightly
2023-05-04,1676,35,Male,Pants,Clothing,90,Colorado,M,Beige,Spring,4.7,No,Venmo,Next Day Air,Yes,Yes,21,Credit Card,Annually
2023-06-09,1677,27,Male,Sunglasses,Accessories,44,West Virginia,M,Cyan,Winter,3.1,No,PayPal,Next Day Air,Yes,Yes,34,Bank Transfer,Weekly
2023-01-08,1678,65,Male,Jeans,Clothing,35,Oregon,L,Silver,Summer,3.3,No,PayPal,Next Day Air,No,No,41,Debit Card,Weekly
2022-11-03,1679,41,Male,Pants,Clothing,71,Ohio,S,Magenta,Summer,4.8,No,PayPal,2-Day Shipping,No,No,30,Venmo,Fortnightly
2023-08-06,1680,60,Male,Dress,Clothing,52,Massachusetts,S,Black,Fall,4.5,No,PayPal,Next Day Air,No,No,24,Debit Card,Bi-Weekly
2022-01-26,1681,61,Male,Shoes,Footwear,37,Louisiana,M,Olive,Summer,3.4,No,Credit Card,Store Pickup,No,No,6,Credit Card,Annually
2022-08-14,1682,24,Male,Sneakers,Footwear,95,Virginia,L,Green,Winter,3.7,No,Cash,2-Day Shipping,No,No,14,Credit Card,Bi-Weekly
2023-11-05,1683,65,Male,Socks,Clothing,97,New York,M,Yellow,Fall,4.9,No,Venmo,2-Day Shipping,No,No,37,Credit Card,Bi-Weekly
2022-06-09,1684,23,Male,Coat,Outerwear,57,Arkansas,S,Lavender,Spring,3.5,No,Debit Card,Next Day Air,No,No,37,Venmo,Quarterly
2022-04-05,1685,30,Male,Shirt,Clothing,93,New Mexico,M,Indigo,Spring,4.6,No,Cash,Standard,No,No,28,PayPal,Weekly
2023-02-21,1686,33,Male,Blouse,Clothing,48,Minnesota,M,Pink,Winter,4.6,No,Venmo,Standard,No,No,43,PayPal,Bi-Weekly
2022-06-30,1687,22,Male,Gloves,Accessories,75,Illinois,L,Red,Fall,4.2,No,Credit Card,Store Pickup,No,No,25,Cash,Annually
2023-07-12,1688,67,Male,Skirt,Clothing,70,Georgia,S,Magenta,Winter,3.7,No,Venmo,Free Shipping,No,No,4,PayPal,Annually
2022-07-05,1689,28,Male,Handbag,Accessories,26,Mississippi,S,Peach,Winter,3,No,Credit Card,Next Day Air,No,No,13,Venmo,Fortnightly
2022-06-24,1690,32,Male,Shirt,Clothing,73,North Carolina,L,Turquoise,Winter,4.6,No,Credit Card,Store Pickup,No,No,32,Bank Transfer,Monthly
2023-04-01,1691,40,Male,Coat,Outerwear,30,Nevada,M,Black,Summer,3.2,No,Cash,Free Shipping,No,No,1,Cash,Annually
2023-03-30,1692,64,Male,Shoes,Footwear,61,Connecticut,L,Blue,Summer,3.5,No,Credit Card,Next Day Air,No,No,4,Cash,Annually
2022-12-08,1693,56,Male,Handbag,Accessories,75,Utah,M,Beige,Winter,2.6,No,Debit Card,Standard,No,No,33,Cash,Bi-Weekly
2022-08-05,1694,63,Male,Jacket,Outerwear,88,Tennessee,XL,Olive,Fall,4.9,No,Venmo,Standard,No,No,45,Bank Transfer,Fortnightly
2022-01-06,1695,20,Male,Shirt,Clothing,67,Mississippi,M,Turquoise,Summer,2.7,No,Credit Card,Express,No,No,20,Debit Card,Fortnightly
2023-12-21,1696,54,Male,Hat,Accessories,95,Nebraska,S,Yellow,Fall,4.7,No,Venmo,2-Day Shipping,No,No,1,PayPal,Fortnightly
2022-04-13,1697,31,Male,Sunglasses,Accessories,69,West Virginia,S,Turquoise,Spring,4,No,Bank Transfer,Free Shipping,No,No,7,Credit Card,Bi-Weekly
2022-04-12,1698,36,Male,Shirt,Clothing,87,South Carolina,L,Lavender,Fall,3.5,No,Venmo,Next Day Air,No,No,48,Credit Card,Every 3 Months
2022-01-01,1699,25,Male,Belt,Accessories,41,Iowa,XL,Turquoise,Winter,4.8,No,Credit Card,Standard,No,No,46,Bank Transfer,Quarterly
2023-08-13,1700,20,Male,Sweater,Clothing,67,North Dakota,L,Teal,Spring,4,No,Bank Transfer,Free Shipping,No,No,34,Debit Card,Annually
2023-02-22,1701,62,Male,Hoodie,Clothing,70,West Virginia,L,Black,Fall,4.1,No,Credit Card,Express,No,No,36,Bank Transfer,Monthly
2023-05-18,1702,69,Male,Handbag,Accessories,41,Mississippi,XL,Blue,Winter,3.8,No,PayPal,Next Day Air,No,No,44,Debit Card,Every 3 Months
2022-02-05,1703,54,Male,Jeans,Clothing,83,Alabama,XL,Yellow,Summer,5,No,Debit Card,Express,No,No,48,Bank Transfer,Weekly
2022-10-17,1704,39,Male,Backpack,Accessories,22,California,M,Black,Spring,4,No,Venmo,Next Day Air,No,No,12,Bank Transfer,Annually
2022-02-26,1705,56,Male,Sneakers,Footwear,20,Idaho,M,Lavender,Summer,3.9,No,Bank Transfer,Store Pickup,No,No,19,Cash,Every 3 Months
2023-06-22,1706,39,Male,Jewelry,Accessories,29,South Dakota,L,Cyan,Summer,3.4,No,Venmo,2-Day Shipping,No,No,49,Venmo,Bi-Weekly
2023-11-12,1707,37,Male,Sunglasses,Accessories,87,North Dakota,M,Brown,Spring,3,No,Credit Card,Standard,No,No,25,Venmo,Fortnightly
2023-01-05,1708,25,Male,Shorts,Clothing,81,Nevada,L,Maroon,Fall,4.9,No,Credit Card,2-Day Shipping,No,No,25,Cash,Bi-Weekly
2022-02-05,1709,35,Male,Boots,Footwear,58,Florida,L,Cyan,Spring,3.2,No,Bank Transfer,Express,No,No,1,Credit Card,Quarterly
2022-02-20,1710,45,Male,Skirt,Clothing,83,Indiana,M,Pink,Winter,3.8,No,Venmo,Standard,No,No,19,Bank Transfer,Annually
2023-07-14,1711,19,Male,Pants,Clothing,59,Arkansas,XL,Orange,Fall,3.8,No,Debit Card,Store Pickup,No,No,7,Credit Card,Quarterly
2022-11-11,1712,21,Male,T-shirt,Clothing,93,North Carolina,M,Lavender,Spring,4.7,No,Debit Card,Express,No,No,19,Credit Card,Monthly
2022-04-04,1713,65,Male,T-shirt,Clothing,87,Illinois,S,Beige,Fall,3.8,No,Debit Card,2-Day Shipping,No,No,9,Cash,Fortnightly
2022-03-31,1714,49,Male,Jacket,Outerwear,22,Missouri,M,Pink,Winter,4.6,No,Venmo,Free Shipping,No,No,37,PayPal,Quarterly
2023-04-08,1715,30,Male,Jeans,Clothing,71,South Dakota,S,Charcoal,Summer,4.4,No,Bank Transfer,Standard,No,No,15,Cash,Monthly
2023-09-22,1716,23,Male,Dress,Clothing,69,Idaho,XL,Gray,Spring,3.4,No,PayPal,2-Day Shipping,No,No,30,PayPal,Bi-Weekly
2023-12-07,1717,69,Male,Blouse,Clothing,47,Connecticut,M,Cyan,Winter,4.7,No,Venmo,Standard,No,No,30,Cash,Every 3 Months
2023-10-20,1718,29,Male,Hoodie,Clothing,50,Hawaii,L,Orange,Summer,2.9,No,Cash,Express,No,No,16,Debit Card,Bi-Weekly
2023-06-17,1719,54,Male,T-shirt,Clothing,96,Maryland,L,Pink,Winter,3.4,No,Cash,2-Day Shipping,No,No,14,PayPal,Every 3 Months
2023-01-28,1720,45,Male,Sweater,Clothing,39,Maryland,M,White,Winter,3.2,No,Venmo,Free Shipping,No,No,8,Venmo,Quarterly
2022-11-08,1721,25,Male,Shorts,Clothing,84,Massachusetts,S,Beige,Winter,2.8,No,Cash,Express,No,No,40,Debit Card,Bi-Weekly
2022-10-31,1722,34,Male,Jewelry,Accessories,28,Delaware,S,Magenta,Spring,4.3,No,Venmo,Free Shipping,No,No,24,Credit Card,Monthly
2023-06-21,1723,46,Male,T-shirt,Clothing,51,Massachusetts,L,Violet,Summer,3.3,No,Cash,Standard,No,No,14,Cash,Fortnightly
2023-05-14,1724,70,Male,Scarf,Accessories,20,New York,XL,Gold,Spring,3.3,No,Bank Transfer,Standard,No,No,39,PayPal,Annually
2023-01-08,1725,42,Male,Shoes,Footwear,72,Delaware,S,Teal,Winter,3.3,No,PayPal,Free Shipping,No,No,21,PayPal,Weekly
2023-02-11,1726,45,Male,Sunglasses,Accessories,33,Massachusetts,M,Indigo,Spring,3,No,Cash,Next Day Air,No,No,32,Venmo,Quarterly
2022-07-29,1727,57,Male,Coat,Outerwear,28,Indiana,S,Olive,Summer,2.8,No,Credit Card,Express,No,No,45,Debit Card,Weekly
2022-03-18,1728,49,Male,Blouse,Clothing,53,Virginia,S,Violet,Spring,4,No,Credit Card,Express,No,No,19,PayPal,Monthly
2023-05-28,1729,23,Male,Jeans,Clothing,48,Wyoming,L,Black,Fall,4.3,No,Debit Card,Express,No,No,1,Debit Card,Every 3 Months
2022-04-14,1730,47,Male,Shorts,Clothing,21,Illinois,M,Brown,Winter,3.8,No,Venmo,Store Pickup,No,No,12,Venmo,Fortnightly
2023-07-26,1731,23,Male,Shirt,Clothing,22,Alabama,S,Silver,Fall,4.2,No,Cash,Free Shipping,No,No,26,Credit Card,Weekly
2023-12-17,1732,21,Male,Backpack,Accessories,87,Idaho,M,Gray,Fall,3.1,No,Debit Card,Next Day Air,No,No,12,Cash,Monthly
2022-08-01,1733,45,Male,Belt,Accessories,50,Rhode Island,S,Charcoal,Winter,2.6,No,Cash,Free Shipping,No,No,36,Cash,Every 3 Months
2022-11-14,1734,67,Male,Blouse,Clothing,85,New York,L,Black,Summer,3.4,No,Bank Transfer,Express,No,No,22,Credit Card,Annually
2023-05-27,1735,31,Male,Jeans,Clothing,98,Missouri,L,Brown,Spring,3.1,No,Credit Card,Next Day Air,No,No,16,PayPal,Quarterly
2023-07-14,1736,58,Male,Dress,Clothing,34,Texas,M,Purple,Winter,3.6,No,Debit Card,Express,No,No,31,Venmo,Annually
2022-11-28,1737,57,Male,Shorts,Clothing,61,Tennessee,M,Purple,Summer,2.6,No,Cash,2-Day Shipping,No,No,43,Cash,Quarterly
2022-08-10,1738,42,Male,Jewelry,Accessories,98,Ohio,L,Gray,Summer,4.2,No,Bank Transfer,Store Pickup,No,No,50,Venmo,Bi-Weekly
2023-06-13,1739,60,Male,Handbag,Accessories,61,Tennessee,M,Green,Spring,2.9,No,PayPal,2-Day Shipping,No,No,37,Credit Card,Weekly
2023-08-26,1740,21,Male,Jewelry,Accessories,98,Minnesota,L,Silver,Winter,4.2,No,Credit Card,Express,No,No,23,Cash,Weekly
